/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core NGRIP [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824867, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: https://en.wikipedia.org/wiki/North_Greenland_Ice_Core_Project)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 8 m * MAXIMUM DEPTH, ice/snow: 3082 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	15986 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
2552	74.07830	1.40833	73.31670	1.42698	0.0974	0.1332	56.07
2553	74.15540	1.40800	73.45370	1.42047	0.1031	0.1332	56.01
2554	74.22820	1.40801	73.58060	1.41834	0.1067	0.1330	55.95
2555	74.29860	1.40820	73.69950	1.40968	0.1082	0.1328	55.89
2556	74.36820	1.40858	73.80070	1.40774	0.1094	0.1328	55.85
2557	74.43710	1.40907	73.88470	1.40823	0.1081	0.1326	55.81
2558	74.50690	1.40941	73.96550	1.40897	0.1093	0.1325	55.78
2559	74.57590	1.40978	74.04650	1.40852	0.1091	0.1323	55.77
2560	74.64520	1.41009	74.12600	1.40804	0.1098	0.1322	55.76
2561	74.71400	1.41045	74.20130	1.40795	0.1095	0.1321	55.76
2562	74.78320	1.41078	74.27280	1.40811	0.1081	0.1319	55.77
2563	74.85330	1.41095	74.34330	1.40837	0.1087	0.1317	55.80
2564	74.92310	1.41095	74.41280	1.40896	0.1099	0.1317	55.86
2565	74.99220	1.41088	74.48210	1.40927	0.1153	0.1315	55.92
2566	75.05820	1.41096	74.55160	1.40967	0.1160	0.1313	56.00
2567	75.12380	1.41106	74.62080	1.40997	0.1176	0.1312	56.09
2568	75.18860	1.41113	74.68930	1.41031	0.1154	0.1310	56.19
2569	75.25480	1.41115	74.75810	1.41071	0.1195	0.1310	56.30
2570	75.31870	1.41147	74.82720	1.41090	0.1217	0.1308	56.42
2571	75.38150	1.41198	74.89670	1.41102	0.1228	0.1306	56.55
2572	75.44390	1.41258	74.96550	1.41084	0.1228	0.1306	56.69
2573	75.50620	1.41328	75.03170	1.41094	0.1256	0.1304	56.84
2574	75.56730	1.41414	75.09680	1.41097	0.1291	0.1302	57.00
2575	75.62680	1.41495	75.16130	1.41119	0.1308	0.1302	57.16
2576	75.68550	1.41571	75.22570	1.41104	0.1346	0.1300	57.32
2577	75.74270	1.41740	75.28980	1.41127	0.1347	0.1298	57.48
2578	75.79990	1.42120	75.35250	1.41171	0.1184	0.1297	57.67
2579	75.86500	1.42856	75.41400	1.41229	0.0939	0.1294	57.88
2580	75.94730	1.43650	75.47560	1.41290	0.0704	0.1293	58.11
2581	76.05720	1.44029	75.53600	1.41365	0.0645	0.1290	58.32
2582	76.17740	1.44259	75.59560	1.41459	0.0633	0.1288	58.45
2583	76.29990	1.44550	75.65430	1.41526	0.0628	0.1286	58.52
2584	76.42370	1.44916	75.71270	1.41609	0.0636	0.1284	58.52
2585	76.54620	1.45481	75.77050	1.41861	0.0643	0.1282	58.44
2586	76.66750	1.46252	75.83290	1.42411	0.0611	0.1279	58.34
2587	76.79550	1.46902	75.90910	1.43466	0.0612	0.1278	58.20
2588	76.92330	1.47390	76.00910	1.43948	0.0642	0.1276	58.03
2589	77.04540	1.47689	76.12850	1.44150	0.0714	0.1274	57.84
2590	77.15530	1.47854	76.25500	1.44434	0.0855	0.1272	57.66
2591	77.24720	1.48057	76.38230	1.44763	0.1021	0.1269	57.51
2592	77.32440	1.48333	76.50960	1.45234	0.1153	0.1268	57.36
2593	77.39280	1.48725	76.63450	1.46074	0.1141	0.1265	57.23
2594	77.46210	1.49255	76.76480	1.46775	0.1010	0.1264	57.09
2595	77.54040	1.49832	76.89600	1.47316	0.0908	0.1261	56.95
2596	77.62780	1.50675	77.02320	1.47658	0.0873	0.1259	56.82
2597	77.71870	1.50951	77.13820	1.47819	0.0904	0.1257	56.69
2598	77.80670	1.51232	77.23570	1.48018	0.0946	0.1255	56.58
2599	77.89090	1.51539	77.31640	1.48289	0.0968	0.1253	56.47
2600	77.97340	1.51742	77.38760	1.48685	0.0953	0.1251	56.36
2601	78.05720	1.51887	77.45840	1.49228	0.0997	0.1249	56.25
2602	78.13750	1.52013	77.53850	1.49813	0.1066	0.1247	56.15
2603	78.21270	1.52154	77.62740	1.50674	0.1137	0.1245	56.06
2604	78.28340	1.52310	77.72050	1.50956	0.1166	0.1243	55.98
2605	78.35240	1.52452	77.81050	1.51244	0.1159	0.1241	55.90
2606	78.42190	1.52567	77.89610	1.51558	0.1158	0.1239	55.82
2607	78.49160	1.52702	77.98060	1.51759	0.1172	0.1237	55.74
2608	78.56060	1.52900	78.06560	1.51901	0.1129	0.1235	55.67
2609	78.63230	1.53096	78.14710	1.52028	0.1008	0.1233	55.59
2610	78.71270	1.53187	78.22290	1.52174	0.0929	0.1231	55.51
2611	78.80020	1.53204	78.29490	1.52335	0.0937	0.1230	55.43
2612	78.88700	1.53235	78.36520	1.52478	0.0967	0.1227	55.35
2613	78.97130	1.53254	78.43630	1.52590	0.0960	0.1226	55.27
2614	79.05630	1.53247	78.50710	1.52733	0.0968	0.1223	55.19
2615	79.14080	1.53204	78.57840	1.52956	0.0983	0.1222	55.11
2616	79.22400	1.53150	78.65370	1.53151	0.1022	0.1220	55.02
2617	79.30430	1.53112	78.73810	1.53202	0.1044	0.1218	54.93
2618	79.38290	1.53058	78.82690	1.53205	0.1038	0.1216	54.84
2619	79.46220	1.52991	78.91500	1.53249	0.1067	0.1214	54.76
2620	79.53930	1.52936	79.00110	1.53256	0.1079	0.1212	54.66
2621	79.61580	1.52881	79.08790	1.53241	0.1069	0.1211	54.57
2622	79.69310	1.52809	79.17350	1.53181	0.1060	0.1208	54.51
2623	79.77110	1.52712	79.25720	1.53130	0.1072	0.1207	54.45
2624	79.84840	1.52612	79.33790	1.53098	0.1112	0.1205	54.39
2625	79.92310	1.52526	79.41840	1.53026	0.1116	0.1204	54.33
2626	79.99750	1.52434	79.49770	1.52964	0.1106	0.1202	54.29
2627	80.07280	1.52321	79.57580	1.52912	0.1108	0.1201	54.25
2628	80.14790	1.52192	79.65340	1.52852	0.1147	0.1199	54.21
2629	80.22060	1.52075	79.73210	1.52767	0.1186	0.1198	54.18
2630	80.29100	1.51967	79.81050	1.52656	0.1176	0.1196	54.15
2631	80.36210	1.51844	79.88750	1.52566	0.1178	0.1195	54.12
2632	80.43310	1.51716	79.96270	1.52480	0.1196	0.1193	54.09
2633	80.50320	1.51586	80.03850	1.52380	0.1198	0.1192	54.07
2634	80.57320	1.51446	80.11440	1.52249	0.1223	0.1191	54.04
2635	80.64190	1.51310	80.18910	1.52121	0.1237	0.1190	54.01
2636	80.70980	1.51173	80.26110	1.52016	0.1238	0.1188	53.98
2637	80.77780	1.51031	80.33280	1.51898	0.1238	0.1187	53.96
2638	80.84590	1.50880	80.40440	1.51767	0.1234	0.1185	53.93
2639	80.91420	1.50719	80.47560	1.51641	0.1272	0.1185	53.91
2640	80.98060	1.50563	80.54610	1.51500	0.1285	0.1183	53.89
2641	81.04630	1.50404	80.61610	1.51361	0.1316	0.1182	53.87
2642	81.11060	1.50249	80.68470	1.51224	0.1325	0.1181	53.85
2643	81.17450	1.50095	80.75340	1.51083	0.1329	0.1180	53.84
2644	81.23820	1.49942	80.82170	1.50938	0.1311	0.1179	53.83
2645	81.30290	1.49787	80.89060	1.50774	0.1266	0.1178	53.82
2646	81.36990	1.49615	80.95790	1.50618	0.1247	0.1177	53.81
2647	81.43810	1.49431	81.02450	1.50456	0.1271	0.1176	53.80
2648	81.50500	1.49252	81.08950	1.50300	0.1298	0.1175	53.80
2649	81.57060	1.49086	81.15410	1.50144	0.1265	0.1174	53.79
2650	81.63800	1.48912	81.21810	1.49990	0.1230	0.1172	53.79
2651	81.70730	1.48722	81.28310	1.49837	0.1223	0.1172	53.79
2652	81.77710	1.48526	81.34970	1.49670	0.1259	0.1170	53.79
2653	81.84500	1.48342	81.41810	1.49485	0.1260	0.1169	53.79
2654	81.91290	1.48159	81.48560	1.49301	0.1274	0.1169	53.79
2655	81.98000	1.47982	81.55190	1.49133	0.1266	0.1167	53.79
2656	82.04770	1.47803	81.61930	1.48962	0.1281	0.1166	53.80
2657	82.11470	1.47637	81.68830	1.48776	0.1256	0.1164	53.80
2658	82.18310	1.47469	81.75860	1.48576	0.1246	0.1164	53.80
2659	82.25200	1.47301	81.82720	1.48391	0.1223	0.1162	53.80
2660	82.32240	1.47115	81.89570	1.48204	0.1278	0.1162	53.81
2661	82.38970	1.46943	81.96320	1.48027	0.1337	0.1160	53.82
2662	82.45420	1.46789	82.03130	1.47844	0.1385	0.1159	53.82
2663	82.51650	1.46660	82.09860	1.47677	0.1345	0.1158	53.83
2664	82.58070	1.46531	82.16710	1.47507	0.1300	0.1157	53.85
2665	82.64720	1.46397	82.23610	1.47344	0.1278	0.1155	53.86
2666	82.71490	1.46261	82.30670	1.47156	0.1270	0.1155	53.88
2667	82.78310	1.46126	82.37480	1.46980	0.1266	0.1154	53.90
2668	82.85150	1.45979	82.44000	1.46818	0.1302	0.1152	53.93
2669	82.91820	1.45838	82.50320	1.46687	0.1360	0.1152	53.96
2670	82.98200	1.45719	82.56700	1.46559	0.1386	0.1150	53.99
2671	83.04480	1.45620	82.63340	1.46425	0.1347	0.1149	54.03
2672	83.10940	1.45521	82.70080	1.46289	0.1324	0.1147	54.08
2673	83.17530	1.45434	82.76920	1.46155	0.1261	0.1146	54.13
2674	83.24450	1.45327	82.83750	1.46010	0.1251	0.1146	54.19
2675	83.31420	1.45207	82.90430	1.45865	0.1287	0.1144	54.26
2676	83.38220	1.45102	82.96880	1.45740	0.1317	0.1143	54.33
2677	83.44850	1.45016	83.03150	1.45641	0.1304	0.1142	54.40
2678	83.51570	1.44935	83.09580	1.45539	0.1290	0.1141	54.47
2679	83.58360	1.44866	83.16110	1.45456	0.1254	0.1139	54.55
2680	83.65360	1.44788	83.22960	1.45353	0.1229	0.1139	54.64
2681	83.72510	1.44691	83.29880	1.45233	0.1248	0.1138	54.74
2682	83.79550	1.44589	83.36660	1.45122	0.1296	0.1136	54.84
2683	83.86340	1.44495	83.43320	1.45036	0.1343	0.1136	54.95
2684	83.92900	1.44417	83.49960	1.44952	0.1374	0.1134	55.06
2685	83.99320	1.44367	83.56710	1.44883	0.1371	0.1132	55.16
2686	84.05760	1.44361	83.63650	1.44810	0.1253	0.1129	55.27
2687	84.12830	1.44370	83.70790	1.44716	0.1173	0.1127	55.37
2688	84.20390	1.44407	83.77850	1.44613	0.1029	0.1125	55.47
2689	84.29020	1.44304	83.84690	1.44516	0.1074	0.1123	55.56
2690	84.37320	1.44235	83.91340	1.44433	0.1128	0.1121	55.66
2691	84.45230	1.44258	83.97780	1.44368	0.1116	0.1119	55.75
2692	84.53240	1.44372	84.04220	1.44363	0.0993	0.1116	55.83
2693	84.62260	1.44391	84.11180	1.44353	0.0983	0.1115	55.90
2694	84.71390	1.44442	84.18640	1.44429	0.0957	0.1113	55.95
2695	84.80780	1.44512	84.27070	1.44325	0.0942	0.1111	55.98
2696	84.90330	1.44683	84.35490	1.44237	0.0880	0.1108	56.01
2697	85.00580	1.44831	84.43580	1.44229	0.0851	0.1107	56.03
2698	85.11200	1.44981	84.51630	1.44370	0.0834	0.1105	56.03
2699	85.22050	1.45121	84.60530	1.44381	0.0830	0.1102	56.02
2700	85.32990	1.45210	84.69780	1.44433	0.0852	0.1101	56.00
2701	85.43650	1.45271	84.79230	1.44484	0.0893	0.1099	55.97
2702	85.53840	1.45370	84.88870	1.44662	0.0927	0.1098	55.93
2703	85.63670	1.45584	84.99140	1.44811	0.0913	0.1095	55.88
2704	85.73660	1.45928	85.09900	1.44963	0.0856	0.1094	55.82
2705	85.84350	1.46333	85.20880	1.45111	0.0850	0.1093	55.75
2706	85.95120	1.46587	85.31970	1.45205	0.0870	0.1092	55.68
2707	86.05650	1.46903	85.42830	1.45264	0.0854	0.1090	55.59
2708	86.16380	1.47089	85.53220	1.45357	0.0822	0.1088	55.49
2709	86.27570	1.47208	85.63300	1.45571	0.0831	0.1087	55.38
2710	86.38640	1.47413	85.73470	1.45921	0.0861	0.1086	55.27
2711	86.49340	1.47719	85.84340	1.46332	0.0858	0.1085	55.15
2712	86.60080	1.47966	85.95310	1.46592	0.0823	0.1084	55.02
2713	86.71290	1.48164	86.06040	1.46915	0.0821	0.1082	54.89
2714	86.82550	1.48363	86.17070	1.47101	0.0837	0.1081	54.76
2715	86.93610	1.48550	86.28460	1.47217	0.0853	0.1080	54.63
2716	87.04460	1.48611	86.39710	1.47434	0.0882	0.1079	54.51
2717	87.14960	1.48630	86.50600	1.47757	0.0987	0.1079	54.39
2718	87.24360	1.48806	86.61590	1.47999	0.1129	0.1077	54.27
2719	87.32580	1.49145	86.73050	1.48194	0.1104	0.1076	54.15
2720	87.41000	1.49341	86.84470	1.48398	0.0970	0.1075	54.03
2721	87.50590	1.49453	86.95680	1.48584	0.1006	0.1074	53.90
2722	87.59840	1.49585	87.06660	1.48618	0.1065	0.1073	53.82
2723	87.68590	1.49698	87.17080	1.48633	0.1081	0.1072	53.74
2724	87.77220	1.49799	87.26300	1.48853	0.1119	0.1072	53.67
2725	87.85550	1.49904	87.34660	1.49242	0.1153	0.1070	53.59
2726	87.93650	1.50009	87.43520	1.49381	0.1167	0.1070	53.53
2727	88.01660	1.50092	87.53110	1.49478	0.1172	0.1069	53.47
2728	88.09640	1.50178	87.62300	1.49623	0.1200	0.1069	53.42
2729	88.17440	1.50301	87.71080	1.49728	0.1205	0.1068	53.38
2730	88.25210	1.50421	87.79720	1.49828	0.1147	0.1067	53.35
2731	88.33380	1.50482	87.88030	1.49936	0.1117	0.1067	53.33
2732	88.41770	1.50495	87.96150	1.50041	0.1154	0.1066	53.31
2733	88.49900	1.50502	88.04180	1.50116	0.1221	0.1065	53.31
2734	88.57590	1.50538	88.12170	1.50206	0.1273	0.1064	53.30
2735	88.64970	1.50578	88.19980	1.50347	0.1263	0.1064	53.31
2736	88.72410	1.50590	88.27890	1.50459	0.1265	0.1063	53.32
2737	88.79850	1.50599	88.36180	1.50494	0.1307	0.1062	53.35
2738	88.87050	1.50608	88.44480	1.50496	0.1324	0.1062	53.38
2739	88.94170	1.50617	88.52460	1.50505	0.1341	0.1060	53.42
2740	89.01200	1.50621	88.60070	1.50555	0.1346	0.1060	53.46
2741	89.08210	1.50637	88.67450	1.50590	0.1360	0.1060	53.51
2742	89.15150	1.50692	88.74870	1.50590	0.1334	0.1058	53.56
2743	89.22230	1.50740	88.82240	1.50603	0.1282	0.1058	53.62
2744	89.29610	1.50759	88.89390	1.50611	0.1275	0.1057	53.69
2745	89.37020	1.50875	88.96440	1.50620	0.1294	0.1057	53.75
2746	89.44330	1.51118	89.03420	1.50621	0.1161	0.1056	53.82
2747	89.52490	1.51302	89.10400	1.50645	0.0998	0.1056	53.89
2748	89.61980	1.51336	89.17330	1.50713	0.0957	0.1056	53.94
2749	89.71870	1.51377	89.24470	1.50752	0.0996	0.1056	53.98
2750	89.81380	1.51443	89.31820	1.50762	0.1012	0.1055	54.04
2751	89.90750	1.51594	89.39210	1.50923	0.1037	0.1055	54.09
2752	89.99890	1.51784	89.46730	1.51209	0.1021	0.1055	54.15
2753	90.09180	1.51978	89.55220	1.51346	0.1017	0.1055	54.21
2754	90.18500	1.52202	89.64780	1.51332	0.1036	0.1054	54.26
2755	90.27670	1.52465	89.74570	1.51393	0.1048	0.1053	54.32
2756	90.36730	1.52781	89.83990	1.51463	0.1056	0.1053	54.37
2757	90.45720	1.53127	89.93260	1.51643	0.1048	0.1053	54.42
2758	90.54780	1.53539	90.02400	1.51838	0.1046	0.1051	54.46
2759	90.63880	1.53970	90.11730	1.52031	0.1016	0.1051	54.51
2760	90.73240	1.54375	90.20980	1.52265	0.0999	0.1051	54.56
2761	90.82770	1.54740	90.30090	1.52537	0.1010	0.1050	54.60
2762	90.92200	1.55123	90.39110	1.52868	0.1044	0.1049	54.65
2763	91.01330	1.55558	90.48140	1.53222	0.1062	0.1049	54.68
2764	91.10310	1.56027	90.57170	1.53652	0.1054	0.1049	54.72
2765	91.19360	1.56521	90.66320	1.54086	0.1039	0.1048	54.74
2766	91.28540	1.56988	90.75730	1.54478	0.1024	0.1047	54.74
2767	91.37870	1.57434	90.85310	1.54834	0.1032	0.1046	54.75
2768	91.47130	1.57850	90.94680	1.55227	0.1043	0.1046	54.75
2769	91.56300	1.58315	91.03790	1.55680	0.1066	0.1045	54.75
2770	91.65280	1.58786	91.12820	1.56161	0.1047	0.1044	54.75
2771	91.74420	1.59277	91.21980	1.56665	0.1040	0.1043	54.75
2772	91.83640	1.59769	91.31220	1.57121	0.1016	0.1043	54.74
2773	91.93080	1.60230	91.40560	1.57561	0.0997	0.1042	54.74
2774	92.02710	1.60658	91.49840	1.57969	0.0998	0.1040	54.74
2775	92.12340	1.61050	91.59050	1.58463	0.1009	0.1039	54.73
2776	92.21870	1.61409	91.68120	1.58933	0.1030	0.1039	54.73
2777	92.31220	1.61790	91.77340	1.59436	0.1055	0.1038	54.72
2778	92.40360	1.62147	91.86680	1.59930	0.1045	0.1036	54.71
2779	92.49600	1.62488	91.96290	1.60380	0.1055	0.1035	54.70
2780	92.58760	1.62828	92.05970	1.60799	0.1055	0.1034	54.69
2781	92.67920	1.63117	92.15610	1.61179	0.1045	0.1034	54.68
2782	92.77180	1.63388	92.25120	1.61529	0.1077	0.1033	54.67
2783	92.86170	1.63637	92.34440	1.61927	0.1088	0.1032	54.65
2784	92.95080	1.63904	92.43710	1.62272	0.1116	0.1031	54.64
2785	93.03770	1.64168	92.52970	1.62612	0.1095	0.1030	54.62
2786	93.12640	1.64439	92.62210	1.62957	0.1090	0.1028	54.60
2787	93.21560	1.64697	92.71480	1.63217	0.1059	0.1026	54.59
2788	93.30760	1.64926	92.80750	1.63495	0.1050	0.1025	54.56
2789	93.40050	1.65119	92.89780	1.63732	0.1050	0.1025	54.54
2790	93.49340	1.65274	92.98660	1.64021	0.1071	0.1024	54.52
2791	93.58460	1.65432	93.07490	1.64275	0.1104	0.1023	54.50
2792	93.67320	1.65585	93.16450	1.64559	0.1104	0.1021	54.47
2793	93.76190	1.65728	93.25600	1.64805	0.1127	0.1020	54.44
2794	93.84880	1.65864	93.34900	1.65024	0.1127	0.1020	54.42
2795	93.93590	1.65992	93.44250	1.65197	0.1136	0.1019	54.39
2796	94.02230	1.66110	93.53520	1.65337	0.1129	0.1017	54.36
2797	94.10940	1.66211	93.62640	1.65513	0.1136	0.1016	54.33
2798	94.19600	1.66297	93.71580	1.65650	0.1138	0.1015	54.29
2799	94.28260	1.66359	93.80440	1.65800	0.1149	0.1014	54.26
2800	94.36840	1.66414	93.89220	1.65926	0.1180	0.1012	54.23
2801	94.45210	1.66471	93.98010	1.66060	0.1171	0.1011	54.20
2802	94.53660	1.66514	94.06760	1.66165	0.1172	0.1010	54.17
2803	94.62110	1.66541	94.15520	1.66262	0.1172	0.1009	54.14
2804	94.70560	1.66552	94.24250	1.66338	0.1185	0.1008	54.11
2805	94.78940	1.66547	94.32940	1.66384	0.1198	0.1006	54.09
2806	94.87240	1.66532	94.41530	1.66450	0.1228	0.1005	54.06
2807	94.95340	1.66522	94.50010	1.66498	0.1232	0.1004	54.04
2808	95.03420	1.66518	94.58510	1.66535	0.1213	0.1003	54.01
2809	95.11640	1.66509	94.67020	1.66549	0.1159	0.1001	53.99
2810	95.20260	1.66466	94.75540	1.66554	0.1146	0.1000	53.97
2811	95.28980	1.66401	94.83930	1.66537	0.1171	0.0999	53.94
2812	95.37530	1.66340	94.92170	1.66525	0.1184	0.0998	53.92
2813	95.45990	1.66275	95.00320	1.66517	0.1161	0.0996	53.90
2814	95.54640	1.66184	95.08610	1.66520	0.1177	0.0995	53.88
2815	95.63180	1.66085	95.17150	1.66489	0.1208	0.0994	53.86
2816	95.71500	1.65984	95.25910	1.66425	0.1222	0.0993	53.84
2817	95.79750	1.65877	95.34580	1.66359	0.1240	0.0992	53.82
2818	95.87880	1.65771	95.43140	1.66304	0.1244	0.0990	53.79
2819	95.96000	1.65663	95.51840	1.66217	0.1212	0.0989	53.77
2820	96.04350	1.65539	95.60470	1.66116	0.1190	0.0988	53.75
2821	96.12860	1.65400	95.68930	1.66018	0.1197	0.0987	53.72
2822	96.21320	1.65257	95.77260	1.65909	0.1194	0.0985	53.70
2823	96.29830	1.65105	95.85540	1.65801	0.1197	0.0984	53.67
2824	96.38330	1.64946	95.93730	1.65695	0.1205	0.0983	53.65
2825	96.46770	1.64784	96.02080	1.65576	0.1206	0.0982	53.62
2826	96.55220	1.64617	96.10610	1.65437	0.1195	0.0981	53.59
2827	96.63750	1.64438	96.19150	1.65295	0.1195	0.0979	53.57
2828	96.72300	1.64249	96.27770	1.65143	0.1232	0.0978	53.54
2829	96.80600	1.64063	96.36340	1.64983	0.1245	0.0977	53.51
2830	96.88820	1.63871	96.44860	1.64821	0.1265	0.0976	53.48
2831	96.96920	1.63678	96.53370	1.64655	0.1293	0.0975	53.46
2832	97.04850	1.63484	96.61950	1.64477	0.1300	0.0973	53.43
2833	97.12760	1.63287	96.70600	1.64287	0.1288	0.0972	53.40
2834	97.20750	1.63083	96.79000	1.64100	0.1236	0.0971	53.38
2835	97.29070	1.62863	96.87300	1.63907	0.1225	0.0971	53.35
2836	97.37490	1.62637	96.95470	1.63713	0.1225	0.0970	53.32
2837	97.45900	1.62405	97.03490	1.63518	0.1251	0.0968	53.30
2838	97.54160	1.62176	97.11510	1.63319	0.1271	0.0967	53.28
2839	97.62300	1.61945	97.19540	1.63115	0.1273	0.0966	53.25
2840	97.70430	1.61707	97.27870	1.62895	0.1274	0.0965	53.23
2841	97.78560	1.61463	97.36330	1.62668	0.1290	0.0964	53.21
2842	97.86600	1.61218	97.44810	1.62436	0.1298	0.0962	53.19
2843	97.94610	1.60971	97.53200	1.62203	0.1315	0.0961	53.17
2844	98.02530	1.60727	97.61420	1.61970	0.1316	0.0960	53.15
2845	98.10440	1.60489	97.69610	1.61732	0.1332	0.0959	53.15
2846	98.18270	1.60248	97.77790	1.61487	0.1318	0.0958	53.14
2847	98.26190	1.59998	97.85880	1.61240	0.1307	0.0956	53.13
2848	98.34190	1.59740	97.93970	1.60991	0.1283	0.0955	53.12
2849	98.42350	1.59468	98.01930	1.60745	0.1284	0.0954	53.10
2850	98.50520	1.58960	98.09910	1.60505	0.1273	0.0953	53.05
2851	98.58760	1.58683	98.17860	1.60262	0.1274	0.0951	53.01
2852	98.67020	1.58407	98.25880	1.60008	0.1288	0.0948	52.97
2853	98.75200	1.58127	98.34010	1.59746	0.1277	0.0947	52.93
2854	98.83470	1.57847	98.42240	1.59475	0.1290	0.0946	52.89
2855	98.91670	1.57568	98.50480	1.58961	0.1304	0.0945	52.85
2856	98.99780	1.57290	98.58810	1.58682	0.1309	0.0944	52.81
2857	99.07870	1.57019	98.67140	1.58403	0.1338	0.0942	52.77
2858	99.15810	1.56755	98.75460	1.58119	0.1364	0.0940	52.73
2859	99.23610	1.56487	98.83810	1.57835	0.1315	0.0939	52.69
2860	99.31700	1.56218	98.92080	1.57554	0.1339	0.0938	52.64
2861	99.39660	1.55950	99.00270	1.57274	0.1329	0.0937	52.60
2862	99.47690	1.55680	99.08430	1.57001	0.1328	0.0936	52.55
2863	99.55730	1.55411	99.16450	1.56734	0.1336	0.0933	52.51
2864	99.63750	1.55141	99.24410	1.56459	0.1336	0.0931	52.46
2865	99.71790	1.54874	99.32600	1.56188	0.1357	0.0930	52.42
2866	99.79720	1.54611	99.40670	1.55916	0.1371	0.0928	52.38
2867	99.87580	1.54352	99.48810	1.55643	0.1385	0.0926	52.34
2868	99.95370	1.54098	99.56950	1.55370	0.1385	0.0924	52.31
2869	100.03200	1.53844	99.65100	1.55096	0.1386	0.0922	52.28
2870	100.11000	1.53595	99.73200	1.54827	0.1386	0.0921	52.26
2871	100.18800	1.53344	99.81190	1.54562	0.1386	0.0920	52.24
